58891288_0_1117541047012405958,1,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Book
8468806_0_4382447409703007384,1,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/BodyOfWater
50245608_0_871275842592178099,0,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Book
14067031_0_559833072073397908,1,http://dbpedia.org/ontology/Language
8286121_0_8471791395229161598,0,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place
39759273_0_1427898308030295194,1,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Book
14380604_4_3329235705746762392,1,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/Agent
20135078_0_7570343137119682530,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
29414811_6_8221428333921653560,1,http://dbpedia.org/ontology/VideoGame,http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/Work
14067031_0_559833072073397908,7,http://dbpedia.org/ontology/Currency,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/Place
71137051_0_8039724067857124984,0,http://dbpedia.org/ontology/Bird,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Insect
29414811_2_4773219892816395776,1,http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/VideoGame,http://dbpedia.org/ontology/Work
99070098_0_2074872741302696997,1,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location
35188621_0_6058553107571275232,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
43237185_1_3636357855502246981,3,http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal
50245608_0_871275842592178099,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
46671561_0_6122315295162029872,0,http://dbpedia.org/ontology/VideoGame,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Software
29414811_6_8221428333921653560,4,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/Agent
11833461_1_3811022039809817402,0,http://dbpedia.org/ontology/VideoGame,http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/Work
21245481_0_8730460088443117515,1,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Dam,http://dbpedia.org/ontology/ArchitecturalStructure
38428277_0_1311643810102462607,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
13719111_1_5719401842463579519,0,http://dbpedia.org/ontology/Bird,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Eukaryote
77694908_0_6083291340991074532,1,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Book
20135078_0_7570343137119682530,1,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/WrittenWork
43237185_1_3636357855502246981,0,http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal
88523363_0_8180214313099580515,0,http://dbpedia.org/ontology/Plant,http://dbpedia.org/ontology/Eukaryote,http://dbpedia.org/ontology/Species
1438042989043_35_20150728002309-00287-ip-10-236-191-2_875026214_2,0,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/Mountain
58891288_0_1117541047012405958,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
25404227_0_2240631045609013057,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
9475172_1_1023126399856690702,1,http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Person
60319454_0_3938426910282115527,0,http://dbpedia.org/ontology/Mammal,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Insect
52299421_0_4473286348258170200,1,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place
37856682_0_6818907050314633217,0,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location
77694908_0_6083291340991074532,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
39759273_0_1427898308030295194,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
29414811_2_4773219892816395776,4,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/Agent
29414811_13_8724394428539174350,2,http://dbpedia.org/ontology/MusicGenre
33401079_0_9127583903019856402,0,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
26310680_0_5150772059999313798,1,http://dbpedia.org/ontology/Currency,http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/ontology/Place
10579449_0_1681126353774891032,1,http://dbpedia.org/ontology/Newspaper,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/WrittenWork
29414811_6_8221428333921653560,2,http://dbpedia.org/ontology/MusicGenre
